State | City | Name | Description
RHODE ISLAND | PROVIDENCE | HENRY J. STEERE. | Manufacturing woollens; banks, horse railroads, etc. Had an interest in the American Screw Company, which conducted an immense business in the manufacture of patented gimlet pointed screws.
RHODE ISLAND | PROVIDENCE | MARSHALL WOODS. | Real estate and banking.
RHODE ISLAND | WOONSOCKET | EDWARD HARRIS. | Made several millions in the manufacture of woollen cloth for men’s clothing. The Harris cloths were famous; and he had the largest woollen factory in the United States.
SOUTH CAROLINA | ABBEVILLE | JAMES S. CALHOUN. | Largest land owner in the State. He had 190,000 acres in all, having spent his life in accumulating land.
SOUTH CAROLINA | CHARLESTON | F. J. PELZER (of Pelzer, Rodgers & Co.). | In the cotton factor and commission business and private banking chiefly. Has investments in fertilizer companies and cotton mills.
SOUTH CAROLINA | CHARLESTON | F. S. RODGERS (of Pelzer, Rodgers & Co.). | In the cotton factor and commission business and private banking chiefly. Has investments in fertilizer companies and cotton mills.
SOUTH CAROLINA | CHARLESTON | WILLIAM B. SMITH. | The richest man in Charleston, and indeed in the State. He died recently, leaving about $3,000,000. Made as a cotton factor and in banking.
SOUTH CAROLINA | CHARLESTON | GEORGE W. WILLIAMS. | Banking. President of the Carolina Savings Bank.
SOUTH CAROLINA | CHARLESTON | DR. ANDREW SIMONDS. | Banking and merchandising. Was president of the First National Bank.
SOUTH CAROLINA | CHARLESTON | T. W. WAGENER. | In cotton factorage, and wholesale groceries and liquors.
SOUTH CAROLINA | CHARLESTON | GEORGE M. MILLER. | Drygoods, and banks in New-York City, etc.
SOUTH CAROLINA | COLUMBIA | HON. T. J. ROBERTSON. |
TENNESSEE | CEDAR HILL | COLONEL GEORGE A. WASHINGTON. | One-half by inheritance from his father, and the rest by purchase and sale of gold and stocks after the war.
TENNESSEE | GRAHAM’S STATION | SAMUEL L. GRAHAM. | Warehousing, flour milling and general merchandising.
TENNESSEE | KNOXVILLE | EDWARD J. SANFORD. | Merchandising first, then in Southern railroads. He is largely interested in all the enterprises about Knoxville, and is president of the Knoxville and Ohio Railroad.
TENNESSEE | MEMPHIS | JOHN T. FARGASON. | Wholesale groceries and cotton factorage business.
TENNESSEE | MEMPHIS | J. C. NEELEY (of Brooks, Neeley & Co.). | Wholesale groceries and cotton factorage business.
TENNESSEE | MEMPHIS | D. P. PORTER (of Porter, Porter & Macrae). | Wholesale groceries, banking and cotton factorage business.
TENNESSEE | MEMPHIS | ANDREW GWYNNE (of Stewart, Gwynne & Co.). | Wholesale groceries and cotton factorage business.
TENNESSEE | MEMPHIS | W. D. BETHELL. | Made in inherited real estate and investments.
TENNESSEE | MEMPHIS | NAPOLEON HILL (of Hill, Fontaine & Co.). | Wholesale groceries and cotton factorage business.
TENNESSEE | MEMPHIS | ENOCH ENSLEY. | Made in iron mines.
TENNESSEE | MEMPHIS | JOHN OVERTON. | Inherited real estate which has advanced in value.
TENNESSEE | MEMPHIS | THOMAS BARRETT. | Speculation in stocks and cotton futures.
TENNESSEE | NASHVILLE | S. M. MURPHY. | Manufacture and sale of whiskey in Cincinnati, Ohio.
TENNESSEE | NASHVILLE | COLONEL E. W. COLE. | Deals in railroad shares, having been connected with railroads all his life.
TENNESSEE | NASHVILLE | DR. WILLIAM MORROW (of Cherry, Morrow & Co.). | Made in mining and leasing of labor from the Tennessee State prisons.
TEXAS | CITY OF AUSTIN | MAJOR GEORGE W. LITTLEFIELD. | First in law practice; then in merchandising; and finally in cattle raising, in which he made the bulk of his fortune. President of the American National Bank.
TEXAS | CITY OF AUSTIN | COLONEL L. A. ELLIS. | Made in sugar and cotton plantations, and leasing labor from the State penitentiaries.
TEXAS | BONHAM | THOMAS C. BEAN. | Land, and stock raising. He had between 80,000 and 100,000 acres of land.
TEXAS | COLUMBUS | R. E. STAFFORD. | Private banking; stock raising; and lands.
TEXAS | DALLAS | MRS. S. H. COCKRELL. | Rise in the value of real estate, which was bought when Dallas was a hamlet. She is the largest taxpayer in the city.
TEXAS | DALLAS | JAMES C. O’CONNOR. | Cattle raising; banking; large investments in real estate; and local gas company. President of the City National Bank.
TEXAS | DALLAS | WILLIAM H. GASTON. | Banking and real estate. He was an early settler, and his real estate has increased in value with the growth of the city.
TEXAS | DALLAS | JOHN A. SIMPSON. | Cattle raising and banking.
TEXAS | DALLAS | T. L. MARSALIS. | Real estate and wholesale groceries. He is the founder of Oak Cliff.
TEXAS | DALLAS | C. C. SLAUGHTER. | Cattle raising and banking.
TEXAS | DALLAS | J. B. WILSON. | Cattle raising and banking.
TEXAS | DALLAS | W. E. HUGHES. | He is a lawyer; but has made his fortune in cattle raising, ranches and real estate.
TEXAS | DALLAS | ALEXANDER SANGER (of Sanger Brothers). | Wholesale and retail drygoods.
TEXAS | DALLAS | PHILIP SANGER (of Sanger Brothers). | Wholesale and retail drygoods.
TEXAS | DENISON | W. B. MUNSON. | Made in the purchase of Texas and other Western lands; and railroad development.
TEXAS | FORT WORTH | JOHN R. HOXIE. | Made in banking and cattle raising largely. Has investments amounting to several millions in Chicago cable railroads; and in lands, cattle, local electric light and gas companies, and banking. President of the Farmers and Mechanics’ National Bank.
TEXAS | FORT WORTH | ROBERT E. MADDOX. | Trading in mules first; then real estate, stockfarms, etc.
TEXAS | FORT WORTH | MRS. SALLIE HUFFMAN. | Inherited from her husband, Walter A. Huffman, and from her brother. Made in real estate, street railroads and stocks. She owns “The Fort Worth Gazette,” and has remarkable business talent, devoting her time ably to her business interests.
TENNESSEE | MEMPHIS | JAMES LEE, JR. | Steamboats and real estate (largely inherited).
TENNESSEE | MEMPHIS | CHARLESTON | MRS. R. R. SNOWDEN. | Inherited real estate, including a hotel.
TEXAS | GALVESTON | R. S. WILLIS. | Made in the cotton factorage business. Also in drygoods, groceries, etc., and banking. President of the Texas Banking and Insurance Company.
TEXAS | GALVESTON | LEON BLUM. | Importing and dealing in drygoods; cotton, and real estate.
TEXAS | GALVESTON | SYLVAIN BLUM. | Made in mercantile business and investments.
TEXAS | GALVESTON | J. H. HUTCHINGS (of Ball, Hutchings & Co.). | Cotton speculation during the war; banking, and real estate.
TEXAS | GALVESTON | MRS. GEORGE BALL. | Inherited from Ball, Hutchings & Co. Cotton speculation during the war; real estate, and banking.
TEXAS | GALVESTON | H. KEMPNER. | Cotton and commission business, and investments. President of the Island City Savings Bank.
TEXAS | GALVESTON | J. HENRY ROSENBERG. | Private banking, drygoods and real estate.
TEXAS | GALVESTON | J. M. BURROUGHS. | Law practice, and speculation in wharf stock and United States bonds.
TEXAS | GALVESTON | JAMES M. BROWN. | Made in the sale of hardware.
TEXAS | GALVESTON | JOHN CHARLES LEAGUE. | Merchandising, etc.
TEXAS | GALVESTON | J. L. DARRAGH. | Speculation in wharf stock and real estate.
TEXAS | GALVESTON | MRS. J. L. DARRAGH. | Real estate and banking.
TEXAS | GALVESTON | WALTER GRESHAM. | Speculation in real estate and railroads.
TEXAS | GALVESTON | MRS. JOHN SEALY. | Inherited from Ball, Hutchings & Co. Made in cotton speculation during the war; real estate and banking.
TEXAS | GALVESTON | MRS. ISADORE DYER. | Real estate and banking.
TEXAS | GALVESTON | MRS. ISABELLA RAPPEL. | Real estate and banking.
TEXAS | GALVESTON | W. MOODY (of W. L. Moody & Co.). | Private banking and investments.
TEXAS | GALVESTON | GEORGE SEALY. | Made in banking in the firm of Ball, Hutchings & Co.
TEXAS | HOUSTON | T. W. HOUSE. | Private banking, speculation in cotton, etc.
TEXAS | HOUSTON | B. A. SHEPHERD. | Merchandising and banking. President of the First National Bank.
TEXAS | HOUSTON | H. B. SANBORN. | Merchandising, cattle-raising and real estate.
TEXAS | LAREDO | GEORGE W. MORTON. | Large ranches and cattle business.
TEXAS | SAN ANTONIO | GEORGE W. BRACKENRIDGE. | Richest man in San Antonio. Has made several millions in cotton speculation, real estate and banking. Owns the local waterworks. President of the San Antonio National Bank.
TEXAS | SAN ANTONIO | H. D. ADAMS. | Made in army contracts for transportation during the war; and real estate.
TEXAS | SAN ANTONIO | E. D. L. WICKES. | Army sutler during the war, and real estate.
TEXAS | SAN ANTONIO | RICHARD WOOLLEY, JR. | Merchandising.
TEXAS | SAN ANTONIO | MRS. ELEANOR STRIBLING. | Inherited. Made in merchandising and real estate.
TEXAS | SAN ANTONIO | HERMAN D. KAMPMANN. | Inherited from his father, who was a contractor and had a sash and blind factory.
TEXAS | SAN ANTONIO | SAMUEL MAVERICK. | Banking and real estate. President of Maverick Bank and Safe Deposit Company.
TEXAS | SAN ANTONIO | ALBERT MAVERICK. | Real estate.
TEXAS | SAN ANTONIO | WILLIAM MAVERICK. | Made in rise in real estate.
TEXAS | SAN ANTONIO | JAY E. ADAMS. | Real-estate investments.
TEXAS | SAN ANTONIO | MRS. E. H. TERRILL. | Inherited from the Mavericks. Made in real estate.
TEXAS | SAN ANTONIO | MRS. KING. | The “cattle queen of Texas.” From her husband, who had one of the largest cattle ranches in Texas.
TEXAS | SAN ANTONIO | M. KENNEDY. | Steamboats on the Rio Grande.
TEXAS | SAN ANTONIO | DR. F. HERFF, Sr. | Inheritance and local real estate.
TEXAS | SAN DIEGO | N. G. COLLINS. | Made in cattle-raising chiefly.
TEXAS | SAN DIEGO | F. K. RIDDER. | Stock-raising.
TEXAS | WACO | WILLIAM CAMERON. | Mostly made in the retail lumber business, and rebates from railroads. Increased by investments.
UTAH | CITY OF OGDEN | D. H. PEERY. | Milling, manufacturing and banking. President of the First National Bank and the Ogden Savings Bank.
UTAH | CITY OF OGDEN | DAVID ECCLES. | Sawmills and lumber.
UTAH | CITY OF OGDEN | J. C. ARMSTRONG. | Cattle raising, real estate, and banking. President of the Commercial National Bank.
UTAH | CITY OF OGDEN | JOHN S. LEWIS. | Made in the jewelry business and real estate.
UTAH | CITY OF OGDEN | W. G. CHILD. | General contracting and real estate.
UTAH | CITY OF OGDEN | BARNARD WHITE. | Sawmills and lumber, and merchandising.
UTAH | CITY OF OGDEN | WARREN W. COREY. | Railroad contracting, and investments. President of the Citizens’ Bank.
UTAH | CITY OF OGDEN | FREDERICK J. KIESEL. | Wholesale groceries and liquors and real estate.
UTAH | SALT LAKE CITY | BRIGHAM YOUNG. | Made by the apostle of the Mormons, largely, in real estate.
UTAH | SALT LAKE CITY | R. C. CHAMBERS. | Mines of precious metals.
UTAH | SALT LAKE CITY | L. E. HOLDEN. | Mines of precious metals.
UTAH | SALT LAKE CITY | JOSEPH R. WALKER. | Merchandising, mining and banking. President of the Union National Bank.
UTAH | SALT LAKE CITY | JOHN SHARP. | Railroads and banking. President of the Deseret National Bank, and the Deseret Savings Bank.
UTAH | SALT LAKE CITY | W. S. McCORMICK. | Private banking and cattle raising.
UTAH | SALT LAKE CITY | MATTHEW H. WALKER. | Merchandising and banking.
UTAH | SALT LAKE CITY | JOHN C. PACKARD. | Made in mining.
VERMONT | CITY OF BRATTLEBORO | JULIUS J. ESTEY (Estey Organ Co.). | Manufacturing cabinet organs; real estate, and investments. President of the People’s National Bank. Director in the Estey Piano Company.
VERMONT | CITY OF BRATTLEBORO | LEVI K. FULLER (Estey Organ Co.). | Manufacturing cabinet organs. Director in the Estey Piano Company.
VERMONT | BURLINGTON | J. R. BOOTH. | Sawmills and lumber.
VERMONT | LYNDONVILLE | SUMNER S. THOMPSON. | Railroads in Canada and the West.
VERMONT | MONTPELIER | JAMES R. LANGDON. | Flour milling first; then railroads, a slate quarry at Fairhaven, and banking. President of the Montpelier National Bank.
VERMONT | RUTLAND | HUGH H. BAXTER. | Inherited from his father, General H. H. Baxter, of New-York City. Made in railroad building and stocks.
VERMONT | RUTLAND | CHARLES CLEMENT. | Marble quarrying and railroads. President of the Clement National Bank and of the Rutland Trust Company.
VERMONT | RUTLAND | P. W. CLEMENT. | Marble quarrying, railroads and banking.
VERMONT | RUTLAND | JOHN W. CRAMTON. | Investments of many kinds. Is president of the Baxter National Bank and part owner in a hotel, a grocery store and a stove and tinware store.
VERMONT | ST. ALBANS | JOHN GREGORY SMITH. | Made in railroads. President of the Vermont Central nearly forty years. Also president of the Welden National Bank.
VERMONT | ST. JOHNSBURY | COLONEL FRANKLIN FAIRBANKS (of E. & T. Fairbanks & Co.). | Made in the manufacture of patented scales. President of the First National Bank.
VERMONT | ST. JOHNSBURY | HENRY FAIRBANKS (of concern above named). | Manufacturing scales.
VERMONT | WOODSTOCK | of FREDERICK BILLINGS (estimated at over $5,000,000). | Law practice in California with General Halleck and Trenor W. Park; then in Mariposa Mine, and then in Northern Pacific and other railroads. He was president of the Woodstock National Bank.
VIRGINIA | BLAND COURTHOUSE | HARMON NEWBERRY. | Tobacco growing and speculation.
VIRGINIA | ELK GARDEN | S. A. HANCOCK. | Manufacturing and real estate.
VIRGINIA | GLOUCESTER | ROBERT C. SELDEN. | Real estate chiefly.
VIRGINIA | LYNCHBURG | JOHN D. LANGHORNE. | Tobacco growing and speculation.
VIRGINIA | NORFOLK | RICHARD DICKERSON. | Real estate and other investments.
VIRGINIA | PETERSBURG | WILLIAM CAMERON. | Tobacco manufacturing and exporting.
VIRGINIA | RICHMOND | THOMAS M. LOGAN. | Law, and building, and management of railroads. Is an officer in many Southern roads.
VIRGINIA | RICHMOND | JAMES H. DOOLEY. | Law, and building, and management of railroads. Is an officer in many Southern roads.
VIRGINIA | RICHMOND | LEWIS GINTER (of Allen & Ginter). | The richest man in Richmond. Has made several millions in the manufacture of cigarettes.
VIRGINIA | RICHMOND | JOHN C. SHAFER. | Merchant tailor and real estate.
VIRGINIA | RICHMOND | EDWARD T. CANNON. | Real estate and law.
VIRGINIA | RICHMOND | FREDERICK R. SCOTT. | Dealing in grain; banking and stock speculation. He is president of the Richmond and Petersburg Railroad.
VIRGINIA | RICHMOND | JOSEPH R. ANDERSON. | Iron manufacturing. He is president of the Tredegar Iron Works.
VIRGINIA | RICHMOND | JAMES THOMAS. | Manufacturing tobacco.
VIRGINIA | RICHMOND | JOHN STEWART. | Speculations in cotton and leaf tobacco.
VIRGINIA | RICHMOND | DANIEL K. STEWART. | Speculations in cotton and leaf tobacco.
VIRGINIA | RICHMOND | JAMES B. PACE. | Made in the manufacture of plug tobacco mainly, added to by speculation in railroad stocks and by banking. President of the Planters’ National Bank.
VIRGINIA | RICHMOND | CHARLES E. WHITLOCK. | Manufacturing tobacco boxes and dealing in sycamore lumber.
VIRGINIA | RICHMOND | JOHN P. BRANCH. | Dealing in grain, speculation in stocks, and banking. President of the Merchants’ National Bank.
VIRGINIA | RICHMOND | P. H. MAYO (President of P. H. Mayo & Brother). | Made in manufacturing plug tobacco.
VIRGINIA | RICHMOND | WILLIAM GRAY. | Dealing in tobacco.
VIRGINIA | RICHMOND | D. M. LEA. | Manufacturing tobacco boxes.
VIRGINIA | ROANOKE CITY | PEYTON L. TERRY. | Tobacco grower and speculator. President of Roanoke Trust, Loan and Safe Deposit Company.
WASHINGTON | CITY OF SEATTLE | ARTHUR A. DENNY. | Richest man in the State. One of Seattle’s oldest settlers. His fortune comes from rise in real estate.
WASHINGTON | CITY OF SEATTLE | D. T. DENNY. | Real estate chiefly. He is an old settler.
WASHINGTON | CITY OF SEATTLE | WILLIAM REUTON. | Sawmills, fir, timber lands, real estate and vessels.
WASHINGTON | CITY OF SEATTLE | CYRUS WALKER. | Sawmills and lumber, fir, timber lands and vessels.
WASHINGTON | CITY OF SEATTLE | H. L. YESLER. | The founder of Seattle. Made in real estate.
WASHINGTON | CITY OF SEATTLE | BAILEY GATZERT (of Schwabacher & Co.). | Wholesale groceries and hardware. He is the leading merchant of the State. President of the Puget Sound National Bank and the People’s Savings Bank.
WASHINGTON | CITY OF SEATTLE | W. C. HILL. | Real estate.
WASHINGTON | CITY OF SEATTLE | WATSON C. SQUIRE. | Made in rise in value of real estate.
WASHINGTON | CITY OF SEATTLE | MRS. MARY M. MILLER. | The richest woman in the State. Made in rise in value of lands and bank stock.
WASHINGTON | CITY OF SEATTLE | THOMAS BURKE. | Real estate and railroads.
WASHINGTON | CITY OF SEATTLE | LEIGH S. J. HUNT. | Real estate, newspaper, street railroads, etc. President of the Guarantee Loan and Trust Company.
